,365,405,436,486,546,577,589,656,zeroes,,,
1.17,1.11E-08,1.28E-08,1.70E-08,8.86E-10,1.09E-08,6.16E-09,9.67E-10,8.51E-12,0.00E+00,,,
1.18,1.12E-08,1.29E-08,1.71E-08,8.91E-10,1.10E-08,6.17E-09,9.73E-10,9.11E-12,0.00E+00,,,
1.19,1.13E-08,1.30E-08,1.73E-08,8.94E-10,1.10E-08,6.21E-09,9.83E-10,9.25E-12,0.00E+00,,,
1.2,1.13E-08,1.30E-08,1.74E-08,8.97E-10,1.11E-08,6.27E-09,9.85E-10,9.19E-12,0.00E+00,,,
1.21,1.13E-08,1.31E-08,1.75E-08,9.02E-10,1.12E-08,6.33E-09,9.92E-10,9.35E-12,0.00E+00,,,
1.22,1.14E-08,1.32E-08,1.76E-08,9.08E-10,1.13E-08,6.37E-09,1.00E-09,9.67E-12,0.00E+00,,,
1.23,1.15E-08,1.33E-08,1.78E-08,9.20E-10,1.14E-08,6.40E-09,1.01E-09,9.59E-12,0.00E+00,,,
1.24,1.16E-08,1.34E-08,1.79E-08,9.25E-10,1.15E-08,6.45E-09,1.01E-09,9.66E-12,0.00E+00,,,
1.25,1.17E-08,1.35E-08,1.79E-08,9.30E-10,1.16E-08,6.50E-09,1.02E-09,9.58E-12,0.00E+00,,,
1.26,1.17E-08,1.37E-08,1.80E-08,9.34E-10,1.17E-08,6.54E-09,1.03E-09,9.73E-12,0.00E+00,,,
1.27,1.18E-08,1.38E-08,1.82E-08,9.42E-10,1.18E-08,6.60E-09,1.03E-09,9.78E-12,0.00E+00,,,
1.28,1.19E-08,1.38E-08,1.84E-08,9.49E-10,1.19E-08,6.65E-09,1.04E-09,9.79E-12,0.00E+00,,,
1.29,1.19E-08,1.39E-08,1.85E-08,9.57E-10,1.19E-08,6.69E-09,1.05E-09,9.83E-12,0.00E+00,,,
1.3,1.20E-08,1.40E-08,1.86E-08,9.63E-10,1.20E-08,6.72E-09,1.06E-09,9.87E-12,0.00E+00,,,
1.31,1.21E-08,1.41E-08,1.88E-08,9.64E-10,1.20E-08,6.73E-09,1.04E-09,9.94E-12,0.00E+00,,,
1.32,1.22E-08,1.42E-08,1.90E-08,9.70E-10,1.21E-08,6.77E-09,1.07E-09,9.32E-12,0.00E+00,,,
1.33,1.24E-08,1.43E-08,1.90E-08,9.74E-10,1.21E-08,6.83E-09,1.08E-09,1.10E-11,0.00E+00,,,
1.34,1.23E-08,1.44E-08,1.92E-08,9.82E-10,1.22E-08,6.88E-09,1.08E-09,1.05E-11,0.00E+00,,,
1.35,1.23E-08,1.44E-08,1.94E-08,9.89E-10,1.23E-08,6.92E-09,1.09E-09,1.08E-11,0.00E+00,,,
1.36,1.24E-08,1.45E-08,1.96E-08,9.97E-10,1.23E-08,6.93E-09,1.10E-09,1.06E-11,0.00E+00,,,
1.37,1.25E-08,1.46E-08,1.96E-08,1.00E-09,1.24E-08,6.96E-09,1.12E-09,1.05E-11,0.00E+00,,,
1.38,1.26E-08,1.48E-08,1.98E-08,1.01E-09,1.25E-08,7.01E-09,1.12E-09,1.07E-11,0.00E+00,,,
1.39,1.27E-08,1.49E-08,2.00E-08,1.02E-09,1.26E-08,7.04E-09,1.12E-09,1.09E-11,0.00E+00,,,
1.4,1.27E-08,1.50E-08,2.00E-08,1.02E-09,1.26E-08,7.09E-09,1.13E-09,1.07E-11,0.00E+00,,,
1.41,1.28E-08,1.50E-08,2.01E-08,1.03E-09,1.27E-08,7.15E-09,1.14E-09,9.49E-12,0.00E+00,,,
1.42,1.29E-08,1.51E-08,2.03E-08,1.04E-09,1.28E-08,7.24E-09,1.14E-09,1.09E-11,0.00E+00,,,
1.43,1.30E-08,1.53E-08,2.04E-08,1.05E-09,1.29E-08,7.28E-09,1.14E-09,1.10E-11,0.00E+00,,,
1.44,1.31E-08,1.53E-08,2.05E-08,1.05E-09,1.30E-08,7.29E-09,1.15E-09,1.13E-11,0.00E+00,,,
1.45,1.32E-08,1.54E-08,2.07E-08,1.05E-09,1.30E-08,7.32E-09,1.16E-09,1.13E-11,0.00E+00,,,
1.46,1.32E-08,1.56E-08,2.08E-08,1.05E-09,1.31E-08,7.36E-09,1.17E-09,1.15E-11,0.00E+00,,,
1.47,1.32E-08,1.57E-08,2.09E-08,1.06E-09,1.31E-08,7.40E-09,1.18E-09,1.17E-11,0.00E+00,,,
1.48,1.33E-08,1.57E-08,2.10E-08,1.07E-09,1.32E-08,7.45E-09,1.18E-09,1.14E-11,0.00E+00,,,
1.49,1.34E-08,1.58E-08,2.12E-08,1.07E-09,1.33E-08,7.50E-09,1.18E-09,1.14E-11,0.00E+00,,,
1.5,1.35E-08,1.59E-08,2.13E-08,1.08E-09,1.34E-08,7.51E-09,1.19E-09,1.15E-11,0.00E+00,,,
1.51,1.36E-08,1.61E-08,2.15E-08,1.09E-09,1.35E-08,7.56E-09,1.19E-09,1.18E-11,0.00E+00,,,
1.52,1.37E-08,1.61E-08,2.17E-08,1.09E-09,1.36E-08,7.60E-09,1.20E-09,1.20E-11,0.00E+00,,,
1.53,1.38E-08,1.62E-08,2.18E-08,1.10E-09,1.36E-08,7.66E-09,1.21E-09,1.19E-11,0.00E+00,,,
1.54,1.39E-08,1.64E-08,2.19E-08,1.11E-09,1.36E-08,7.72E-09,1.21E-09,1.19E-11,0.00E+00,,,
1.55,1.39E-08,1.64E-08,2.20E-08,1.12E-09,1.37E-08,7.74E-09,1.22E-09,1.20E-11,0.00E+00,,,
1.56,1.39E-08,1.65E-08,2.22E-08,1.12E-09,1.38E-08,7.74E-09,1.22E-09,1.22E-11,0.00E+00,,,
1.57,1.42E-08,1.66E-08,2.24E-08,1.13E-09,1.38E-08,7.80E-09,1.23E-09,1.23E-11,0.00E+00,,,
1.58,1.42E-08,1.67E-08,2.25E-08,1.13E-09,1.39E-08,7.83E-09,1.23E-09,1.23E-11,0.00E+00,,,
1.59,1.43E-08,1.69E-08,2.25E-08,1.14E-09,1.41E-08,7.87E-09,1.23E-09,1.23E-11,0.00E+00,,,
1.6,1.43E-08,1.69E-08,2.26E-08,1.14E-09,1.41E-08,7.92E-09,1.24E-09,1.22E-11,0.00E+00,,,
1.61,1.45E-08,1.70E-08,2.27E-08,1.14E-09,1.42E-08,7.96E-09,1.25E-09,1.25E-11,0.00E+00,,,
1.62,1.44E-08,1.71E-08,2.29E-08,1.15E-09,1.42E-08,7.99E-09,1.26E-09,1.27E-11,0.00E+00,,,
1.63,1.47E-08,1.73E-08,2.30E-08,1.15E-09,1.43E-08,7.97E-09,1.26E-09,1.26E-11,0.00E+00,,,
1.64,1.46E-08,1.73E-08,2.31E-08,1.16E-09,1.43E-08,8.00E-09,1.26E-09,1.26E-11,0.00E+00,,,
1.65,1.47E-08,1.74E-08,2.33E-08,1.16E-09,1.44E-08,8.02E-09,1.26E-09,1.27E-11,0.00E+00,,,
1.66,1.48E-08,1.75E-08,2.35E-08,1.17E-09,1.45E-08,8.07E-09,1.27E-09,1.27E-11,0.00E+00,,,
1.67,1.49E-08,1.77E-08,2.36E-08,1.19E-09,1.45E-08,8.13E-09,1.28E-09,1.28E-11,0.00E+00,,,
1.68,1.49E-08,1.76E-08,2.37E-08,1.19E-09,1.46E-08,8.18E-09,1.28E-09,1.29E-11,0.00E+00,,,
1.69,1.50E-08,1.78E-08,2.39E-08,1.20E-09,1.46E-08,8.21E-09,1.29E-09,1.28E-11,0.00E+00,,,
1.7,1.51E-08,1.79E-08,2.41E-08,1.20E-09,1.46E-08,8.22E-09,1.30E-09,1.30E-11,0.00E+00,,,
1.71,1.54E-08,1.81E-08,2.42E-08,1.21E-09,1.47E-08,8.25E-09,1.30E-09,1.30E-11,0.00E+00,,,
1.72,1.52E-08,1.80E-08,2.43E-08,1.21E-09,1.48E-08,8.28E-09,1.30E-09,1.31E-11,0.00E+00,,,
1.73,1.53E-08,1.81E-08,2.44E-08,1.22E-09,1.48E-08,8.32E-09,1.31E-09,1.32E-11,0.00E+00,,,
1.74,1.54E-08,1.83E-08,2.45E-08,1.21E-09,1.49E-08,8.36E-09,1.32E-09,1.32E-11,0.00E+00,,,
1.75,1.55E-08,1.84E-08,2.47E-08,1.22E-09,1.50E-08,8.41E-09,1.32E-09,1.33E-11,0.00E+00,,,
1.76,1.56E-08,1.84E-08,2.48E-08,1.22E-09,1.50E-08,8.44E-09,1.33E-09,1.34E-11,0.00E+00,,,
1.77,1.56E-08,1.86E-08,2.50E-08,1.23E-09,1.52E-08,8.47E-09,1.34E-09,1.35E-11,0.00E+00,,,
1.78,1.58E-08,1.88E-08,2.50E-08,1.24E-09,1.53E-08,8.46E-09,1.34E-09,1.36E-11,0.00E+00,,,
1.79,1.58E-08,1.88E-08,2.51E-08,1.25E-09,1.52E-08,8.50E-09,1.34E-09,1.36E-11,0.00E+00,,,
1.8,1.60E-08,1.89E-08,2.53E-08,1.25E-09,1.54E-08,8.53E-09,1.34E-09,1.37E-11,0.00E+00,,,
1.81,1.60E-08,1.91E-08,2.54E-08,1.26E-09,1.54E-08,8.57E-09,1.35E-09,1.37E-11,0.00E+00,,,
1.82,1.62E-08,1.91E-08,2.55E-08,1.26E-09,1.55E-08,8.61E-09,1.36E-09,1.37E-11,0.00E+00,,,
1.83,1.62E-08,1.92E-08,2.56E-08,1.27E-09,1.55E-08,8.67E-09,1.36E-09,1.38E-11,0.00E+00,,,
1.84,1.64E-08,1.93E-08,2.57E-08,1.27E-09,1.57E-08,8.69E-09,1.36E-09,1.39E-11,0.00E+00,,,
1.85,1.64E-08,1.93E-08,2.58E-08,1.28E-09,1.57E-08,8.70E-09,1.37E-09,1.41E-11,0.00E+00,,,
1.86,1.65E-08,1.95E-08,2.60E-08,1.28E-09,1.57E-08,8.70E-09,1.37E-09,1.41E-11,0.00E+00,,,
1.87,1.65E-08,1.96E-08,2.62E-08,1.28E-09,1.58E-08,8.73E-09,1.38E-09,1.41E-11,0.00E+00,,,
1.88,1.67E-08,1.97E-08,2.63E-08,1.29E-09,1.59E-08,8.78E-09,1.38E-09,1.41E-11,0.00E+00,,,
1.89,1.67E-08,1.98E-08,2.65E-08,1.29E-09,1.59E-08,8.81E-09,1.39E-09,1.43E-11,0.00E+00,,,
1.9,1.69E-08,1.98E-08,2.67E-08,1.30E-09,1.60E-08,8.86E-09,1.40E-09,1.45E-11,0.00E+00,,,
1.91,1.69E-08,1.99E-08,2.68E-08,1.31E-09,1.60E-08,8.90E-09,1.40E-09,1.44E-11,0.00E+00,,,
1.92,1.72E-08,2.01E-08,2.69E-08,1.32E-09,1.61E-08,8.93E-09,1.42E-09,1.45E-11,0.00E+00,,,
1.93,1.70E-08,2.02E-08,2.69E-08,1.32E-09,1.61E-08,8.91E-09,1.41E-09,1.45E-11,0.00E+00,,,
1.94,1.71E-08,2.03E-08,2.71E-08,1.33E-09,1.62E-08,8.95E-09,1.42E-09,1.44E-11,0.00E+00,,,
1.95,1.72E-08,2.06E-08,2.72E-08,1.34E-09,1.62E-08,8.98E-09,1.42E-09,1.46E-11,0.00E+00,,,
1.96,1.72E-08,2.06E-08,2.74E-08,1.34E-09,1.63E-08,9.01E-09,1.43E-09,1.45E-11,0.00E+00,,,
1.97,1.75E-08,2.07E-08,2.75E-08,1.34E-09,1.64E-08,9.11E-09,1.44E-09,1.50E-11,0.00E+00,,,
1.98,1.74E-08,2.08E-08,2.77E-08,1.34E-09,1.65E-08,9.13E-09,1.44E-09,1.56E-11,0.00E+00,,,
1.99,1.76E-08,2.09E-08,2.77E-08,1.35E-09,1.66E-08,9.17E-09,1.45E-09,1.49E-11,0.00E+00,,,
2,1.76E-08,2.09E-08,2.78E-08,1.36E-09,1.66E-08,9.20E-09,1.45E-09,1.50E-11,0.00E+00,,,
2.01,1.78E-08,2.10E-08,2.79E-08,1.37E-09,1.67E-08,9.23E-09,1.46E-09,1.49E-11,0.00E+00,,,
2.02,1.78E-08,2.12E-08,2.81E-08,1.37E-09,1.68E-08,9.27E-09,1.46E-09,1.47E-11,0.00E+00,,,
2.03,1.78E-08,2.13E-08,2.83E-08,1.38E-09,1.68E-08,9.30E-09,1.47E-09,1.49E-11,0.00E+00,,,
2.04,1.79E-08,2.14E-08,2.83E-08,1.38E-09,1.69E-08,9.37E-09,1.47E-09,1.51E-11,0.00E+00,,,
2.05,1.82E-08,2.14E-08,2.85E-08,1.39E-09,1.70E-08,9.41E-09,1.48E-09,1.53E-11,0.00E+00,,,
2.06,1.81E-08,2.14E-08,2.87E-08,1.39E-09,1.71E-08,9.44E-09,1.49E-09,1.53E-11,0.00E+00,,,
2.07,1.81E-08,2.15E-08,2.88E-08,1.40E-09,1.71E-08,9.43E-09,1.48E-09,1.53E-11,0.00E+00,,,
2.08,1.83E-08,2.17E-08,2.89E-08,1.41E-09,1.71E-08,9.49E-09,1.49E-09,1.51E-11,0.00E+00,,,
2.09,1.82E-08,2.17E-08,2.90E-08,1.41E-09,1.72E-08,9.53E-09,1.49E-09,1.53E-11,0.00E+00,,,
2.1,1.84E-08,2.18E-08,2.92E-08,1.41E-09,1.73E-08,9.54E-09,1.50E-09,1.55E-11,0.00E+00,,,
2.11,1.85E-08,2.20E-08,2.93E-08,1.41E-09,1.73E-08,9.54E-09,1.50E-09,1.54E-11,0.00E+00,,,
2.12,1.85E-08,2.21E-08,2.93E-08,1.42E-09,1.74E-08,9.58E-09,1.51E-09,1.56E-11,0.00E+00,,,
2.13,1.87E-08,2.22E-08,2.94E-08,1.43E-09,1.75E-08,9.61E-09,1.50E-09,1.56E-11,0.00E+00,,,
2.14,1.86E-08,2.23E-08,2.95E-08,1.43E-09,1.76E-08,9.64E-09,1.51E-09,1.56E-11,0.00E+00,,,
2.15,1.87E-08,2.25E-08,2.97E-08,1.45E-09,1.76E-08,9.67E-09,1.50E-09,1.57E-11,0.00E+00,,,
2.16,1.88E-08,2.26E-08,3.00E-08,1.45E-09,1.76E-08,9.70E-09,1.51E-09,1.60E-11,0.00E+00,,,
2.17,1.89E-08,2.26E-08,3.01E-08,1.46E-09,1.77E-08,9.75E-09,1.52E-09,1.59E-11,0.00E+00,,,
2.18,1.90E-08,2.26E-08,3.03E-08,1.47E-09,1.78E-08,9.77E-09,1.52E-09,1.58E-11,0.00E+00,,,
2.19,1.93E-08,2.27E-08,3.03E-08,1.48E-09,1.79E-08,9.74E-09,1.52E-09,1.59E-11,0.00E+00,,,
2.2,1.91E-08,2.28E-08,3.04E-08,1.48E-09,1.79E-08,9.76E-09,1.52E-09,1.60E-11,0.00E+00,,,
2.21,1.92E-08,2.30E-08,3.05E-08,1.48E-09,1.81E-08,9.81E-09,1.53E-09,1.63E-11,0.00E+00,,,
2.22,1.94E-08,2.32E-08,3.06E-08,1.48E-09,1.80E-08,9.89E-09,1.54E-09,1.60E-11,0.00E+00,,,
2.23,1.94E-08,2.33E-08,3.08E-08,1.48E-09,1.80E-08,9.92E-09,1.54E-09,1.59E-11,0.00E+00,,,
2.24,1.96E-08,2.35E-08,3.10E-08,1.49E-09,1.80E-08,9.94E-09,1.55E-09,1.59E-11,0.00E+00,,,
2.25,1.95E-08,2.36E-08,3.10E-08,1.49E-09,1.82E-08,9.93E-09,1.56E-09,1.61E-11,0.00E+00,,,
2.26,1.94E-08,2.35E-08,3.11E-08,1.50E-09,1.83E-08,9.95E-09,1.55E-09,1.67E-11,0.00E+00,,,
2.27,1.96E-08,2.36E-08,3.12E-08,1.51E-09,1.83E-08,9.97E-09,1.57E-09,1.61E-11,0.00E+00,,,
2.28,1.97E-08,2.37E-08,3.13E-08,1.51E-09,1.84E-08,1.00E-08,1.57E-09,1.62E-11,0.00E+00,,,
2.29,1.99E-08,2.38E-08,3.15E-08,1.52E-09,1.84E-08,1.01E-08,1.57E-09,1.59E-11,0.00E+00,,,
2.3,2.00E-08,2.39E-08,3.18E-08,1.52E-09,1.85E-08,1.01E-08,1.58E-09,1.58E-11,0.00E+00,,,
2.31,2.02E-08,2.41E-08,3.19E-08,1.53E-09,1.85E-08,1.01E-08,1.57E-09,1.65E-11,0.00E+00,,,
2.32,2.03E-08,2.42E-08,3.19E-08,1.54E-09,1.86E-08,1.01E-08,1.58E-09,1.23E-11,0.00E+00,,,
2.33,2.04E-08,2.42E-08,3.20E-08,1.54E-09,1.86E-08,1.01E-08,1.58E-09,1.60E-11,0.00E+00,,,
2.34,2.04E-08,2.43E-08,3.22E-08,1.55E-09,1.88E-08,1.02E-08,1.60E-09,1.63E-11,0.00E+00,,,
2.35,2.03E-08,2.44E-08,3.24E-08,1.55E-09,1.87E-08,1.02E-08,1.60E-09,1.64E-11,0.00E+00,,,
2.36,2.03E-08,2.44E-08,3.25E-08,1.55E-09,1.88E-08,1.02E-08,1.61E-09,1.66E-11,0.00E+00,,,
2.37,2.04E-08,2.45E-08,3.25E-08,1.55E-09,1.89E-08,1.02E-08,1.60E-09,1.67E-11,0.00E+00,,,
2.38,2.06E-08,2.47E-08,3.25E-08,1.56E-09,1.90E-08,1.03E-08,1.61E-09,1.68E-11,0.00E+00,,,
2.39,2.06E-08,2.47E-08,3.26E-08,1.57E-09,1.91E-08,1.03E-08,1.61E-09,1.67E-11,0.00E+00,,,
2.4,2.07E-08,2.47E-08,3.27E-08,1.57E-09,1.91E-08,1.03E-08,1.61E-09,1.70E-11,0.00E+00,,,
2.41,2.08E-08,2.50E-08,3.29E-08,1.58E-09,1.93E-08,1.04E-08,1.62E-09,1.70E-11,0.00E+00,,,
2.42,2.09E-08,2.51E-08,3.31E-08,1.59E-09,1.93E-08,1.04E-08,1.62E-09,1.71E-11,0.00E+00,,,
2.43,2.10E-08,2.52E-08,3.31E-08,1.60E-09,1.94E-08,1.04E-08,1.64E-09,1.70E-11,0.00E+00,,,
2.44,2.11E-08,2.53E-08,3.33E-08,1.60E-09,1.93E-08,1.05E-08,1.64E-09,1.69E-11,0.00E+00,,,
2.45,2.12E-08,2.54E-08,3.34E-08,1.61E-09,1.95E-08,1.05E-08,1.65E-09,1.71E-11,0.00E+00,,,
2.46,2.14E-08,2.54E-08,3.35E-08,1.61E-09,1.95E-08,1.05E-08,1.65E-09,1.72E-11,0.00E+00,,,
2.47,2.14E-08,2.56E-08,3.36E-08,1.62E-09,1.95E-08,1.05E-08,1.65E-09,1.86E-11,0.00E+00,,,
2.48,2.13E-08,2.57E-08,3.38E-08,1.62E-09,1.96E-08,1.05E-08,1.66E-09,1.71E-11,0.00E+00,,,
2.49,2.14E-08,2.58E-08,3.40E-08,1.62E-09,1.96E-08,1.06E-08,1.67E-09,1.72E-11,0.00E+00,,,
2.5,2.15E-08,2.60E-08,3.41E-08,1.63E-09,1.98E-08,1.06E-08,1.67E-09,1.73E-11,0.00E+00,,,
2.51,2.17E-08,2.61E-08,3.42E-08,1.63E-09,1.97E-08,1.06E-08,1.68E-09,1.71E-11,0.00E+00,,,
2.52,2.18E-08,2.60E-08,3.42E-08,1.63E-09,1.99E-08,1.08E-08,1.68E-09,1.72E-11,0.00E+00,,,
2.53,2.18E-08,2.62E-08,3.43E-08,1.64E-09,1.98E-08,1.08E-08,1.68E-09,1.78E-11,0.00E+00,,,
2.54,2.18E-08,2.63E-08,3.44E-08,1.65E-09,2.00E-08,1.07E-08,1.68E-09,1.77E-11,0.00E+00,,,
2.55,2.19E-08,2.64E-08,3.46E-08,1.66E-09,2.01E-08,1.07E-08,1.69E-09,1.75E-11,0.00E+00,,,
2.56,2.20E-08,2.66E-08,3.48E-08,1.66E-09,2.01E-08,1.08E-08,1.69E-09,1.76E-11,0.00E+00,,,
2.57,2.21E-08,2.67E-08,3.50E-08,1.67E-09,2.01E-08,1.08E-08,1.70E-09,1.76E-11,0.00E+00,,,
2.58,2.22E-08,2.67E-08,3.52E-08,1.67E-09,2.02E-08,1.09E-08,1.71E-09,1.74E-11,0.00E+00,,,
2.59,2.21E-08,2.66E-08,3.53E-08,1.68E-09,2.03E-08,1.09E-08,1.71E-09,1.79E-11,0.00E+00,,,
2.6,2.23E-08,2.68E-08,3.52E-08,1.68E-09,2.03E-08,1.09E-08,1.72E-09,1.83E-11,0.00E+00,,,
2.61,2.24E-08,2.69E-08,3.53E-08,1.70E-09,2.04E-08,1.09E-08,1.73E-09,1.77E-11,0.00E+00,,,
2.62,2.25E-08,2.70E-08,3.54E-08,1.69E-09,2.05E-08,1.10E-08,1.73E-09,1.73E-11,0.00E+00,,,
2.63,2.26E-08,2.71E-08,3.55E-08,1.69E-09,2.05E-08,1.10E-08,1.73E-09,1.74E-11,0.00E+00,,,
2.64,2.27E-08,2.72E-08,3.57E-08,1.70E-09,2.06E-08,1.10E-08,1.73E-09,1.75E-11,0.00E+00,,,
2.65,2.29E-08,2.73E-08,3.57E-08,1.70E-09,2.06E-08,1.11E-08,1.73E-09,1.79E-11,0.00E+00,,,
2.66,2.29E-08,2.73E-08,3.58E-08,1.71E-09,2.06E-08,1.10E-08,1.74E-09,1.83E-11,0.00E+00,,,
2.67,2.30E-08,2.75E-08,3.59E-08,1.72E-09,2.06E-08,1.11E-08,1.74E-09,1.68E-11,0.00E+00,,,
2.68,2.30E-08,2.76E-08,3.60E-08,1.72E-09,2.07E-08,1.11E-08,1.75E-09,1.73E-11,0.00E+00,,,
2.69,2.31E-08,2.76E-08,3.61E-08,1.73E-09,2.07E-08,1.11E-08,1.75E-09,1.67E-11,0.00E+00,,,
2.7,2.32E-08,2.78E-08,3.63E-08,1.74E-09,2.08E-08,1.12E-08,1.75E-09,1.84E-11,0.00E+00,,,
2.71,2.34E-08,2.79E-08,3.66E-08,1.75E-09,2.09E-08,1.12E-08,1.75E-09,1.79E-11,0.00E+00,,,
2.72,2.36E-08,2.80E-08,3.66E-08,1.75E-09,2.09E-08,1.12E-08,1.75E-09,1.84E-11,0.00E+00,,,
2.73,2.37E-08,2.82E-08,3.67E-08,1.76E-09,2.10E-08,1.12E-08,1.76E-09,1.81E-11,0.00E+00,,,
2.74,2.37E-08,2.83E-08,3.69E-08,1.77E-09,2.10E-08,1.12E-08,1.76E-09,1.85E-11,0.00E+00,,,
2.75,2.36E-08,2.84E-08,3.70E-08,1.78E-09,2.11E-08,1.12E-08,1.77E-09,1.83E-11,0.00E+00,,,
2.76,2.36E-08,2.85E-08,3.72E-08,1.78E-09,2.11E-08,1.12E-08,1.76E-09,1.85E-11,0.00E+00,,,
2.77,2.37E-08,2.85E-08,3.73E-08,1.78E-09,2.12E-08,1.13E-08,1.76E-09,1.83E-11,0.00E+00,,,
2.78,2.38E-08,2.85E-08,3.74E-08,1.78E-09,2.12E-08,1.13E-08,1.77E-09,1.84E-11,0.00E+00,,,
2.79,2.39E-08,2.86E-08,3.74E-08,1.78E-09,2.13E-08,1.14E-08,1.77E-09,1.84E-11,0.00E+00,,,
2.8,2.40E-08,2.87E-08,3.75E-08,1.79E-09,2.14E-08,1.14E-08,1.78E-09,1.88E-11,0.00E+00,,,
2.81,2.40E-08,2.89E-08,3.77E-08,1.79E-09,2.14E-08,1.14E-08,1.79E-09,1.87E-11,0.00E+00,,,
2.82,2.42E-08,2.90E-08,3.78E-08,1.80E-09,2.14E-08,1.14E-08,1.80E-09,1.86E-11,0.00E+00,,,
2.83,2.43E-08,2.91E-08,3.79E-08,1.81E-09,2.15E-08,1.14E-08,1.80E-09,1.84E-11,0.00E+00,,,
2.84,2.43E-08,2.91E-08,3.79E-08,1.82E-09,2.16E-08,1.15E-08,1.80E-09,1.88E-11,0.00E+00,,,
2.85,2.44E-08,2.92E-08,3.82E-08,1.82E-09,2.16E-08,1.15E-08,1.80E-09,1.86E-11,0.00E+00,,,
2.86,2.44E-08,2.93E-08,3.83E-08,1.83E-09,2.18E-08,1.15E-08,1.80E-09,1.88E-11,0.00E+00,,,
2.87,2.45E-08,2.94E-08,3.84E-08,1.83E-09,2.19E-08,1.16E-08,1.80E-09,1.88E-11,0.00E+00,,,
2.88,2.46E-08,2.95E-08,3.85E-08,1.84E-09,2.19E-08,1.15E-08,1.81E-09,1.89E-11,0.00E+00,,,
2.89,2.47E-08,2.97E-08,3.86E-08,1.83E-09,2.19E-08,1.15E-08,1.82E-09,1.86E-11,0.00E+00,,,
2.9,2.47E-08,2.98E-08,3.88E-08,1.84E-09,2.19E-08,1.16E-08,1.82E-09,1.96E-11,0.00E+00,,,
2.91,2.48E-08,2.98E-08,3.89E-08,1.84E-09,2.19E-08,1.16E-08,1.82E-09,1.93E-11,0.00E+00,,,
2.92,2.49E-08,2.98E-08,3.90E-08,1.85E-09,2.20E-08,1.16E-08,1.82E-09,1.95E-11,0.00E+00,,,
2.93,2.50E-08,2.99E-08,3.89E-08,1.85E-09,2.20E-08,1.17E-08,1.82E-09,1.94E-11,0.00E+00,,,
2.94,2.50E-08,3.00E-08,3.90E-08,1.86E-09,2.21E-08,1.17E-08,1.83E-09,1.90E-11,0.00E+00,,,
2.95,2.51E-08,3.01E-08,3.91E-08,1.87E-09,2.21E-08,1.17E-08,1.83E-09,1.92E-11,0.00E+00,,,
2.96,2.53E-08,3.03E-08,3.92E-08,1.88E-09,2.21E-08,1.17E-08,1.84E-09,1.93E-11,0.00E+00,,,
2.97,2.53E-08,3.05E-08,3.95E-08,1.88E-09,2.21E-08,1.17E-08,1.84E-09,1.96E-11,0.00E+00,,,
2.98,2.53E-08,3.06E-08,3.96E-08,1.89E-09,2.22E-08,1.17E-08,1.85E-09,1.92E-11,0.00E+00,,,
2.99,2.54E-08,3.06E-08,3.96E-08,1.90E-09,2.22E-08,1.17E-08,1.85E-09,1.92E-11,0.00E+00,,,
3,2.56E-08,3.07E-08,3.97E-08,1.91E-09,2.23E-08,1.18E-08,1.85E-09,1.93E-11,0.00E+00,,,
